biosample,Shannon_5000,Richness_5000,Chao1_5000,Shannon_1000,Richness_1000,Chao1_1000,Shannon_Alphaproteo_5000,Richness_Alphaproteo_5000,Chao1_Alphaproteo_5000,Shannon_Cyano_5000,Richness_Cyano_5000,Chao1_Cyano_5000,Shannon_Alphaproteo_1000,Richness_Alphaproteo_1000,Chao1_Alphaproteo_1000,Shannon_Cyano_1000,Richness_Cyano_1000,Chao1_Cyano_1000
SAMN11874526-S001,2.77847894095633,171,210.416666666667,2.79666578130877,103,131.636363636364,1.97722407294045,52,65,0.0624768333722948,6,6.5,2.00688349980599,31,33.625,0.0531252979475617,3,3
SAMN11874526-S002,2.80351650463638,168,203.454545454545,2.73637998252248,98,135.05,2.03034732947887,51,54.5,0.0383700617894612,4,4,1.99793232220087,33,36,0.019261439529435,2,2
SAMN11874527-S001,2.83715241173204,187,222,2.86460326011582,107,152.047619047619,2.04238409900707,54,60.6,0.149523194712861,5,5,2.07301943751942,32,37.1428571428572,0.126765246590572,4,4
SAMN11874527-S002,2.89225421838515,187,245.333333333333,2.89914613894632,119,170,2.10620043081247,57,95.25,0.152733011614482,5,5,2.12020370243645,35,50.6,0.183095305335544,5,5.5
SAMN11874528-S001,2.78031609439156,177,201.117647058824,2.7812940556138,110,166.4,2.07824668259489,52,55.75,0.0837970776042919,4,4,1.8990359597348,31,44.75,0.109673446256015,4,4
SAMN11874528-S002,2.7561834878546,175,205.516129032258,2.7730848981902,103,160.5,2.03376929253391,47,58,0.068140584990763,5,5,1.96426910606508,25,30.25,0.0672556742234166,4,4.5
SAMN11874529-S001,3.23867653502409,223,276,3.15757914866909,120,149.64,2.02998119323622,57,70,0.286456035081813,7,7.5,2.03093152776822,32,43.25,0.357889733021971,3,3
SAMN11874529-S002,3.27114416320771,229,309,3.10930636104682,131,169.28125,2.05843741496793,64,81.1,0.271197186669116,7,7.33333333333333,1.98688530129841,36,49,0.266596032639668,5,5.5
SAMN11874530-S001,3.61856341974693,224,250.90625,3.62096713364812,150,238.772727272727,2.11614223692259,62,69.3333333333333,0.315530855690967,4,4,2.05422913840522,39,66.2,0.271887254825637,3,3
SAMN11874530-S002,3.66596260320728,229,286.115384615385,3.48456360822873,130,179,2.14272051627264,63,78,0.352294903938537,4,4,1.96534390604485,33,41.25,0.369763808276917,3,3
SAMN11874531-S001,3.97570165550106,250,286.219512195122,3.83634749571239,144,189.724137931034,2.16406477369799,66,75.5454545454546,0.661990355786072,6,6.5,2.14546053672613,39,52.125,0.592546638446232,2,2
SAMN11874531-S002,3.99232709809454,259,298.790697674419,3.85000985068423,157,200.676470588235,2.18265322865205,65,73.0769230769231,0.661491268980841,6,7,2.04824885374855,41,56.1111111111111,0.679894135207621,4,4
SAMN11874532-S001,4.12971517595281,252,273.666666666667,3.90852699723305,162,221,2.40423202826935,54,58.4,0.990835386443849,3,3,2.21702727195601,28,34.4285714285714,0.950270539233235,3,4
SAMN11874532-S002,4.0634107905108,264,317,4.04959164580898,170,229.181818181818,2.37971494688012,57,70.6,1.46147212930402,5,5,2.33113686382794,35,54.4285714285714,0.693147180559945,2,3
SAMN11874533-S001,4.14042525859859,288,363.933333333333,3.96632123304472,182,253.25,2.37297677547732,60,75,1.38758478299098,8,11,2.253654891684,38,48.9090909090909,1.57239957584297,8,18
SAMN11874533-S002,4.08037541107042,281,327.243243243243,3.94052679882928,167,221.25,2.31729318700654,64,87.75,1.28954829078311,7,8,2.17396664344663,32,36.5,0.97610557717795,5,5.5
SAMN11874534-S001,4.08679281852474,248,280.34375,4.03151034393329,154,191.275862068966,2.42352612551434,50,53.1111111111111,1.2636544318821,4,4,2.33616854542387,29,33.6666666666667,0.562335144618808,2,2
SAMN11874534-S002,4.06957531499502,249,282.387096774194,4.05790179104759,167,247,2.41220639350206,52,54.1538461538462,1.43275705299709,5,6,2.45995747606878,37,54,1.03972077083992,3,3.5
SAMN11874535-S001,4.04411300226111,248,267.028571428571,3.89625443326417,164,227.033333333333,2.5748518257295,53,64.1428571428572,1.25548232517875,4,5,2.1794951650005,29,69,0.693147180559945,2,3
SAMN11874535-S002,3.99574620056036,235,252.714285714286,3.92421414774492,165,224.09375,2.47642069641591,45,49.6666666666667,0.636514168294813,2,2,2.54496369756294,30,33.2727272727273,,,
SAMN11874536-S001,3.19470565409068,181,256.136363636364,3.2252239233195,104,139,2.49980138122156,34,47.75,0,1,1,2.54503745968093,21,26.25,0,1,1
SAMN11874536-S002,3.16734729020605,178,266.666666666667,2.9622597875171,92,141.583333333333,2.45825596371718,36,45.4285714285714,0,1,1,2.27634619583455,18,32,0,1,1
SAMN11874537-S001,2.71334073982526,162,189.038461538462,2.49030915972594,87,141.076923076923,1.91423022214244,52,78.25,0.067798091955259,4,4,1.76831943864073,29,40,0.0486335515141453,3,3
SAMN11874537-S002,2.65098495329605,151,161.5,2.49683448178866,92,129,1.87420176573276,52,59.8571428571429,0.0464812896131306,4,4,1.76717143233528,30,37.5,0.0518531421069182,4,7
SAMN11874538-S001,2.6034812271927,161,192.2,2.5346187672268,99,138.047619047619,1.98556714966325,52,61.75,0.059201948125125,5,5,1.930615074589,33,39.875,0.0335822457214212,3,4
SAMN11874538-S002,2.54857059693768,152,215.066666666667,2.46462346647511,90,108.913043478261,1.89630379857018,51,81,0.0583313082542187,4,4,1.83951487326048,30,35.625,0,1,1
SAMN11874539-S001,2.60395962507211,162,231.176470588235,2.5129628603372,90,149.5,1.90342145024625,47,51.6666666666667,0.0420568895047024,4,4,1.93734778091042,35,57.75,0.0340001083170802,3,4
SAMN11874539-S002,2.6360123826067,162,202.551724137931,2.59659821225025,95,155,1.89271998591714,51,68,0.0442819475963874,4,4,2.04040795409538,30,45,0.0607686088128391,3,3
SAMN11874540-S001,2.67186497280116,166,211.15,2.66470294266622,100,148.235294117647,1.98617055742084,50,61,0.0564359453759987,4,4,2.05156986208835,33,44,0.0599231546216897,3,3
SAMN11874540-S002,2.6730337410622,162,212.647058823529,2.52540890449993,97,142.555555555556,1.99629029725761,50,65.6,0.0691059316915663,4,4,1.95071129923499,30,36,0.110197435713453,4,4
SAMN11874541-S001,2.91889190186111,204,272.076923076923,2.7865420281825,109,199,2.22758977136155,54,69,0.136392813717493,4,4,2.30212494157057,36,66,0.130858365200426,2,2
SAMN11874541-S002,3.05381972316057,207,240.176470588235,2.8818194540644,113,150.625,2.37552256688723,58,69.1428571428572,0.154093915519124,5,5,2.09885555199488,30,34.5,0.15513898243206,3,3
SAMN11874542-S001,3.7631364890049,241,284.363636363636,3.6706198622351,145,226.375,2.28514420850217,60,73,0.561543735099956,11,14.3333333333333,2.14247701070266,37,52,0.527458453090577,5,8
SAMN11874542-S002,3.87933734481135,249,292.0625,3.76024339782836,150,196.941176470588,2.42961498727172,67,78.6666666666667,0.595842463210223,11,16,2.27161901184345,38,44.1111111111111,0.613909412070161,7,10
SAMN11874543-S001,4.26617774838732,262,317.038461538462,4.10132870631857,163,205.777777777778,2.58772432386442,68,79.1428571428572,0.721731125865461,9,14,2.4701331036675,40,51.1428571428571,0.566590977799116,4,5
SAMN11874543-S002,4.15524509085106,265,310.026315789474,4.02672179648076,172,259.6,2.53590522458755,68,75.8,0.610737941440157,9,9.75,2.29737889310097,44,71.1428571428571,0.597699777648327,5,5
SAMN11874544-S001,4.56428432838967,290,326.219512195122,4.53375147993951,197,290.857142857143,2.64831185375033,71,82.6666666666667,1.23278103242101,8,11,2.86582020201486,51,77.25,1.2926950083063,5,5
SAMN11874544-S002,4.45963457538928,289,331.977272727273,4.39605186850131,175,222.7,2.59484980873947,68,71,1.27464807165023,12,13.5,2.55649411048338,40,60,1.25304985169003,6,9
SAMN11874545-S001,3.30264131638679,184,260.25,3.27936149164251,100,131,2.45068007265893,34,49.6,0,1,1,2.37905094530563,20,27,,,
SAMN11874545-S002,3.36581733373202,180,208.7,3.37199493033689,110,167.4,2.60253700929627,32,32.75,0,1,1,2.38322792748655,19,26,,,
SAMN11874546-S001,2.93880013796731,147,176.076923076923,2.89458965016925,99,132,2.09991462349363,45,45.75,0.0893814723351801,3,3,1.97040303708106,33,44,0.0558624014980071,3,3
SAMN11874547-S001,2.84245156622428,142,173,2.79505797494917,93,116.882352941176,1.96483335079867,48,61.75,0.0898083911721893,4,4,2.11397736077669,32,35,0.0500376991766439,2,2
SAMN11874548-S001,2.77790996805011,144,175,2.77562264972944,97,134.4,2.0445688276811,48,67.5,0.0668870282254443,4,4,2.06099788767055,34,40,0.0950720151836856,4,5
SAMN11874549-S001,2.53111007875213,166,204.333333333333,2.46702909409826,90,109.772727272727,2.1502985974754,55,65.9090909090909,0.126394468269672,4,4,2.03712959636149,24,25.4285714285714,0.143431316255996,4,4
SAMN11874550-S001,2.87654361630732,187,244.416666666667,2.69455353503509,101,173.066666666667,2.10311627131325,55,70.1666666666667,0.421561951761995,8,18,1.92312134886819,29,38.4285714285714,0.369857563087846,3,3
SAMN11874551-S001,4.0660333875674,268,339.818181818182,3.98939943021893,159,309,2.26386547531574,64,68.875,1.28443435350342,15,22,2.18547125989474,38,65.2,1.29024105893646,8,11
SAMN11874552-S001,4.4808422824905,309,384.146341463415,4.40356716824884,190,255.085714285714,2.61106245194251,74,95,1.03293497580141,5,5,2.69105196240927,48,156.333333333333,0.842212317289791,3,3
SAMN11874553-S001,4.50429385395341,308,347.75,4.40274863631077,202,281.026315789474,2.53669590035116,73,81.0769230769231,1.28233448565279,6,7,2.48212546669435,41,62.8571428571429,1.47013192040884,5,5
SAMN11874554-S001,4.32827395898242,294,359,4.18734006980427,183,265.833333333333,2.5025074970111,64,83.125,1.32966134885476,5,5,2.29402717995713,36,61.5,0.693147180559945,2,3
SAMN11874555-S001,4.16980307147025,271,311.885714285714,4.2091662995374,187,258.078947368421,2.68054891341423,54,69.1666666666667,1.03972077083992,3,3.5,2.60147183802037,34,47,0,1,1
SAMN11874556-S001,3.94830316575517,232,266.870967741936,3.91347639696238,155,216.034482758621,2.6681117030836,43,54,0,1,1,2.549407253482,29,34.625,,,
SAMN11874557-S001,3.44387001436392,171,202.2,3.35912671008764,109,146,2.62701532514261,33,35.1428571428571,0,1,1,2.3241816482623,18,21,0,1,1
SAMN11874558-S001,2.88571242134407,146,175.0625,2.81867787073467,91,116.833333333333,1.89215156586621,48,61.2,0.0947689953382161,4,4,1.85170542250267,30,33,0.121947644155004,3,3
SAMN11874559-S001,2.83566711438386,141,162.666666666667,2.85430522335381,99,145.3125,1.88907921173035,46,47.875,0.131532161550903,3,3,1.96199065053404,34,43.1666666666667,0.108989630702512,3,3
SAMN11874560-S001,2.69861866117715,144,168.166666666667,2.66288871078039,96,137.052631578947,1.88775773179338,51,58.8571428571429,0.0763902766629125,3,3,1.89841111576944,35,48,0.0871839959090429,3,3
SAMN11874561-S001,2.71491679385073,176,203.774193548387,2.66606374883326,96,139.588235294118,2.00497518123783,58,62.2307692307692,0.0753111141178196,5,5,1.91717977663972,30,34.6666666666667,0.0335329089360755,2,2
SAMN11874562-S001,2.49591373519886,175,206.794117647059,2.51956025607139,105,199.230769230769,1.93701755388531,54,73.125,0.070501061090382,4,4,2.03774021900613,31,50.5,0.0646970605935975,3,3
SAMN11874563-S001,3.34719213221078,207,239.757575757576,3.18823094909942,125,216.5,2.0379488568796,55,68,0.496721473843741,10,11,1.98497819267464,33,55.75,0.51201817900452,7,17
SAMN11874564-S001,3.99204097630963,252,275.181818181818,3.76665598688864,138,182.2,2.2526084923954,62,64.1176470588235,1.43719590731315,16,18.5,2.04379170274798,35,44.75,1.44634749774701,7,8
SAMN11874565-S001,4.05422498708453,250,284.027777777778,3.93931276783676,173,229.447368421053,2.30442374177928,62,68.1111111111111,1.44796044157711,10,13,2.16922038790061,38,41.9285714285714,1.58153289179739,7,7.33333333333333
SAMN11874566-S001,4.16481993660643,260,306.161290322581,4.11256055439543,174,219,2.40815540995038,64,81.1428571428571,0.864740096527637,3,3,2.40935154185597,46,61.1111111111111,0.693147180559945,2,2
SAMN11874567-S001,4.25364017300732,283,319.692307692308,4.09933679907313,170,205.837837837838,2.40293376772897,69,84.8333333333333,1.00621456594408,4,4,2.26542189713848,38,51.125,0,1,1
SAMN11874568-S001,4.08290158273954,252,292.833333333333,3.94864374510961,161,226.357142857143,2.47966944493826,50,59.75,0.562335144618808,2,2,2.36149912227305,30,41.1428571428571,0.693147180559945,2,3
SAMN11874569-S001,3.32178813513017,165,200.285714285714,3.25611932961824,101,136.2,2.48570027006201,29,31.5,0,1,1,2.32165810848689,17,19.5,,,
SAMN11874570-S001,2.85873539063211,134,146.65,2.84495899521715,89,138.6,1.82394247295675,42,47.25,0.0665221923954797,3,3,1.91422839663565,34,53.5,0.0408437178634011,2,2
SAMN11874571-S001,2.85485296796396,132,150.75,2.80381069701406,81,93.6666666666667,1.90983432875636,42,43.6666666666667,0.0865377144659687,3,3,1.94440620019215,31,35.6666666666667,0.0708105549081963,2,2
SAMN11874572-S001,2.82470819951407,143,160.647058823529,2.70439583344467,88,103,1.89683689215715,43,45.5,0.0844745681325482,5,5,1.81844985040499,29,31.3333333333333,0.0409766075551224,3,4
SAMN11874573-S001,2.75833290842176,161,179.7,2.60697377631825,91,113.142857142857,1.91735513271208,53,62.1,0.0575294971367397,5,6,1.80931874438525,28,34,0.0321560567263844,2,2
SAMN11874574-S001,2.62692075585043,187,222.636363636364,2.6425837920138,103,135.217391304348,1.87727026626629,54,63.1,0.0499263091788542,4,4,1.91198571526711,31,38.8571428571429,0.0772954977600377,4,4
SAMN11874575-S001,3.14365021029636,196,280.285714285714,3.10010015873573,121,174.04,2.07598064445185,57,81,0.417004654011188,8,11,1.905039146921,35,44.1,0.417810800956827,6,12
SAMN11874576-S001,3.76060373599178,210,261.848484848485,3.6812058622466,125,172,2.19260223990216,57,63.875,0.964656422899816,13,16.3333333333333,2.0874944476888,36,40.5,0.951622931731104,7,13
SAMN11874577-S001,4.2106315076245,261,297.428571428571,4.02293838687018,159,212.103448275862,2.38869424880871,62,67.5,1.73208294781184,11,16,2.22780812087359,37,52.1111111111111,1.03176711135054,4,5
SAMN11874578-S001,4.18618214471762,282,337.3125,4.15461138515115,174,229.617647058824,2.36680948170184,67,91.4285714285714,0.803742107316203,3,3,2.27615980540912,38,59.375,0,1,1
SAMN11874579-S001,4.21199466128033,267,306.84375,4.09986728462542,168,206.675675675676,2.42168131849056,56,59.6666666666667,0.636514168294813,2,2,2.24443443876188,29,31.1,,,
SAMN11874580-S001,4.09608510826589,242,276.137931034483,4.00649666577114,154,197.555555555556,2.57735210929542,44,59.6,0,1,1,2.44455251648101,27,38,,,
SAMN11874581-S001,3.1942815955765,174,221.04,3.06607817745952,101,131.565217391304,2.49169799862473,32,47,,,,2.37868537578804,20,23,,,
SAMN11874582-S001,2.91141249408735,135,177.272727272727,2.89090610613559,91,106.8125,1.97741123913717,42,70,0.104038953070082,6,6,2.02864954092642,35,41.4285714285714,0.0399377637358022,2,2
SAMN11874583-S001,2.7939841029371,138,157.894736842105,2.70303583011011,88,158,1.90841959718756,43,43.8571428571429,0.0518987511844472,5,6,1.80609026963833,28,32.2,0.0625771895134314,4,7
SAMN11874584-S001,2.86407793698868,156,174,2.76071179526917,94,114.714285714286,1.98916012285548,49,54,0.0914358415317234,5,5,1.88782768498676,30,36,0.0549168777007295,3,3
SAMN11874585-S001,2.77929261822152,170,194,2.58971534129114,99,123.230769230769,1.87285508105715,55,68.125,0.0901905110261911,4,4,1.8940123826206,32,39.8571428571429,0.0834428613342295,3,3
SAMN11874586-S001,2.79370098684385,178,221.384615384615,2.63518749805878,101,140,2.1478423691303,52,94.75,0.280190113886369,4,4,2.12237282491649,30,49.5,0.254365522418115,2,2
SAMN11874587-S001,,,,3.65429962926647,120,152.217391304348,,,,,,,2.22244363037897,39,60,0.701775624458057,4,4
SAMN11874588-S001,4.10939552107554,259,292.75,4.05255839345979,171,244.088235294118,2.27821265102122,55,59,1.47845027352474,12,14,2.36551962850786,42,63.375,1.417489876634,7,8.5
SAMN11874589-S001,4.34970616928995,254,281.823529411765,4.25051632046947,171,202.783783783784,2.5607182047342,60,68.75,0.887694275799104,3,3,2.43831293832905,34,45.1428571428571,0,1,1
SAMN11874590-S001,,,,3.84013007731846,142,252.625,,,,,,,2.53514366287629,27,87,0,1,1
SAMN11874591-S001,,,,3.61609303571677,131,182.041666666667,,,,,,,2.45297791739094,22,33.25,,,
SAMN11874592-S001,4.22500770114561,252,277.161290322581,4.17235621981783,166,205.84375,2.54583961059305,51,56.625,1.32966134885476,4,4.33333333333333,2.44365997878959,29,33.5,0,1,1
SAMN11874593-S001,3.33724115525602,180,238.333333333333,3.14836363520885,95,108.636363636364,2.45248280901023,30,39.3333333333333,0,1,1,2.22359665493778,15,15.2,0,1,1
SAMN11874594-S001,2.81761832946569,136,159.4,2.74379386896178,88,108.647058823529,1.86528545341588,44,51,0.0692508101158305,5,5,1.89701321318679,33,39,0.0410771942312424,2,2
SAMN11874595-S001,2.75782862495134,136,158.894736842105,2.80757329518165,92,121.176470588235,1.87853381490745,43,48.25,0.0555511033508209,4,4,1.93121465699253,33,42.1666666666667,0.0225321439208078,2,2
SAMN11874596-S001,2.93341141080584,153,190.714285714286,3.00347692851911,100,124.166666666667,2.04564288873099,51,66,0.0560497025573406,4,4,1.92678090436164,31,47.5,0.0216070477846688,2,2
SAMN11874597-S001,2.77299855803452,179,224.12,2.61229656500514,92,127.0625,2.00415409607352,58,79.375,0.0619518348203489,5,5,1.98540372476295,35,62.2,0.0303346319749826,2,2
SAMN11874598-S001,,,,3.55550914347002,127,162.652173913043,,,,,,,2.0503340697001,30,46.5,0.569441549797974,4,4
SAMN11874599-S001,,,,3.96419073245812,149,206,,,,,,,2.17793120071746,29,40,1.2095142891551,6,9
SAMN11874600-S001,,,,3.97962601772624,160,210.571428571429,,,,,,,2.44166136381612,30,39.1,1.35797785498732,4,4
SAMN11874601-S001,4.16661803583162,246,268.657894736842,4.01429204601321,146,189.555555555556,2.59942856683405,45,56.25,1.17865499634165,5,6.5,2.32366013566319,26,30,0,1,1
SAMN11874602-S001,4.04659097224627,241,277.387096774194,3.92976423740096,148,205.652173913043,2.63192155607605,44,59,0.636514168294813,2,2,2.54750909455879,26,27.1111111111111,,,
SAMN11874603-S001,3.96818439647138,228,262.027777777778,3.86393361724462,141,263.214285714286,2.67939142164038,39,42.5,,,,2.51376677387416,25,34,,,
SAMN11874604-S001,3.81309196202656,204,241.6,3.68887281297638,117,152.052631578947,2.72426777031327,37,42.6,0,1,1,2.53214476583077,20,21.6666666666667,,,
SAMN11874605-S001,3.26064307121803,169,210.130434782609,3.13628164489448,101,136.15,2.45544949480789,30,42,0,1,1,2.27471833251219,16,18,,,
SAMN11874606-S001,2.91038875203382,167,187.777777777778,2.83793029351504,109,163.473684210526,2.03117725759847,47,53,0.081685657052433,6,7,2.04719700221777,34,53.5,0.0890915753629076,4,4
SAMN11874607-S001,2.84292961031114,160,176.434782608696,2.79764685026857,110,170.055555555556,2.03440380933223,45,48.5,0.0580537359931115,6,6.5,2.05528008884976,34,45,0.0371838755469101,3,4
SAMN11874608-S001,2.76224487477263,164,178.5,2.66319277866089,95,124.176470588235,1.98608142788553,45,48,0.0366870020189974,6,6.33333333333333,1.83177908225005,30,33.5,0.0372695514188784,3,4
SAMN11874609-S001,3.25132863158785,212,239.717948717949,3.24518893139613,129,210.058823529412,2.03565113591691,60,67.5833333333333,0.391722893865645,3,3,2.06788949077635,36,76,0.387586494143527,3,3
SAMN11874610-S001,3.7709517618476,203,270.105263157895,3.74665906730167,131,174.05,2.25481641577668,53,66.2,0.693472275355509,6,9,2.21717923648722,34,43,0.730277691208806,4,5
SAMN11874611-S001,3.92012892646655,230,258.212765957447,3.85767567128177,141,207.95652173913,2.26758704357037,53,60.8,1.22817675424115,7,8,2.23662216719502,37,71.2,1.388932231101,5,5
SAMN11874612-S001,4.11179039856847,251,272.578947368421,3.95871658155075,160,219.035714285714,2.37828555622408,50,51,1.53173244399324,7,10,2.25848914311217,28,37.1666666666667,1.19884931291362,4,4
SAMN11874613-S001,,,,4.14128287300282,174,225.692307692308,,,,,,,2.41021668101453,32,70.25,0.693147180559945,2,3
SAMN11874614-S001,,,,4.14861348573166,181,275.666666666667,,,,,,,2.60228503902659,36,78.75,0,1,1
SAMN11874615-S001,,,,4.02061686211404,168,241.7,,,,,,,2.61044589788822,32,100,,,
SAMN11874616-S001,,,,4.11675717600842,168,213.026315789474,,,,,,,2.76810405370524,33,44.1428571428571,,,
SAMN11874617-S001,,,,3.239219781064,103,146.9375,,,,,,,2.39146403248892,18,25,,,
SAMN11874618-S001,2.89747811466926,172,197.2,2.7983153578538,110,169.368421052632,1.95460903337554,45,54,0.0663754717162437,7,7.5,2.03841844434263,37,52,0.0636267140558949,3,3
SAMN11874619-S001,2.95150918535435,174,207.681818181818,2.88167095568849,120,185.045454545455,1.99145591875039,48,55.2,0.0676735428583725,5,6,1.87806484765045,37,54,0.072429292248529,4,4.5
SAMN11874620-S001,2.84806601854588,168,194.4,2.78845612606973,105,128.375,1.94380656406122,47,48.6666666666667,0.0648265827155143,7,7.5,2.03152696293021,34,35.6666666666667,0.0378813273045178,3,4
SAMN11874621-S001,3.37325362532721,200,220.8125,3.28515160336301,127,211,2.13084367023407,59,68.5454545454546,0.514062913177739,4,4,1.97342532378528,32,58.25,0.529706199057655,2,2
SAMN11874622-S001,3.965137398845,242,329.615384615385,3.85228416535168,150,240.047619047619,2.2801208586273,63,115.5,0.724107393046623,9,11,2.2827075195302,43,73.6,0.669998432814427,3,3
SAMN11874623-S001,4.05971967551509,276,326.076923076923,3.90717628226203,170,260.620689655172,2.43028073765676,65,73.2727272727273,1.03818616539521,6,6,2.25879914647435,36,74,1.10884735611325,5,5
SAMN11874624-S001,4.26002936495679,282,312.8,4.07060106285972,171,225.486486486487,2.49215871529403,66,73.5555555555556,1.40730506388997,6,6.5,2.18713242605204,33,48,0.450561208866305,2,2
SAMN11874625-S001,4.30360085218116,265,328.576923076923,4.18655347401746,175,238.030303030303,2.58584341717461,55,101.2,1.38629436111989,4,4,2.47250448384191,33,50.1428571428571,0.693147180559945,2,3
SAMN11874626-S001,,,,4.16924673954233,176,231.3125,,,,,,,2.60995443031101,37,75.25,,,
SAMN11874627-S001,,,,4.16684504616873,167,222.034482758621,,,,,,,2.60636271657022,29,42.75,,,
SAMN11874628-S001,,,,3.83788813142777,139,210.55,,,,,,,2.55177713408083,25,34,0,1,1
SAMN11874629-S001,3.18835550707179,175,224.04347826087,3.04973793840866,101,122.576923076923,2.51781069148958,29,30.4285714285714,,,,2.46156272061526,20,25.6,,,
SAMN11874630-S001,2.89705001703239,188,218.9375,2.69573819815189,107,132.107142857143,2.01855242049233,52,57,0.0300363081944012,5,5,1.93084144168345,34,37.6,0.0180972378580721,2,2
SAMN11874631-S001,2.93571342245044,191,244.260869565217,2.93378089096744,120,148.7,1.98841176570203,50,68.2,0.063130481124037,5,5,1.98369695875042,35,46.375,0.0371838755469101,3,4
SAMN11874632-S001,2.90973760768446,181,206.107142857143,2.88494246568455,114,159,2.01894919771926,53,60.3333333333333,0.0778948711554567,6,6,1.9156569447005,31,37,0.162357600303819,5,6
SAMN11874633-S001,2.85239423877876,184,225.25,2.63146836793875,106,142.12,1.99733192152879,45,50.1428571428572,0.0440994135853668,5,5,2.05689704424247,28,31,0.0160723587996465,2,2
SAMN11874634-S001,3.84255478926815,245,273.333333333333,3.62614711047813,133,182.04347826087,2.19070317891588,65,68.6666666666667,0.621232121897732,7,7.33333333333333,2.04174272647462,33,37.5,0.62176308930229,4,5
SAMN11874635-S001,4.03707317286889,245,323.12,3.95424157274756,159,224.206896551724,2.30394044038088,63,78.1111111111111,0.806126186184646,10,15,2.18714464453234,38,49.1428571428572,0.705016020601799,5,5.5
SAMN11874636-S001,4.16907926994639,268,312.333333333333,4.03554518974696,167,221.028571428571,2.42914852572681,62,74,1.35274083954738,8,8.5,2.06249491464322,27,36,1.3485390196098,5,5
SAMN11874637-S001,4.24535672473132,263,312.344827586207,4.10988103344924,174,225.848484848485,2.56182273458224,60,65.0769230769231,0.995821321345528,4,5,2.34805304358083,33,48.6,0,1,1
SAMN11874638-S001,4.30912346476907,264,284,4.18598042963226,178,260.833333333333,2.61080680153559,57,59.25,1.03972077083992,3,3.5,2.40271912066275,34,42.2727272727273,,,
SAMN11874639-S001,4.23195368886572,263,310.222222222222,4.07329243844945,164,200.428571428571,2.63558378241727,56,69.125,0.693147180559945,2,3,2.4025820328951,30,39.1,,,
SAMN11874640-S001,4.18047966634662,267,318.65625,4.14802020044865,171,243.333333333333,2.82287633871715,51,58.8571428571429,0.693147180559945,2,3,2.76713913934381,29,40,0,1,1
SAMN11874641-S001,3.28677690024124,177,218.4,3.23271172385169,106,143.142857142857,2.61212984634665,29,29.4285714285714,,,,2.38390882568782,21,39.3333333333333,,,
SAMN11874642-S001,2.85114288532338,184,211.444444444444,2.80162607236348,113,168.681818181818,1.88089580685552,53,59.1111111111111,0.0588956191924324,5,6,1.79199979692716,34,55,0.0750789868532958,3,3
SAMN11874643-S001,2.88025325004364,194,234.551724137931,2.78945073836951,114,198.176470588235,1.98258182556367,50,59.1666666666667,0.0575463654039653,5,5,1.93748076966144,34,47.2,0.0392676281005356,3,4
SAMN11874644-S001,2.85970545253054,179,224,2.87405618254828,119,172.04,1.92344757799377,48,55.5,0.047556020616743,4,4,2.01398241488446,38,49.375,0.0203881511698507,2,2
SAMN11874645-S001,3.18929408490088,232,289.6,2.99318333550186,127,201.25,2.12747847078357,65,74.0666666666667,0.180051208204113,6,7,2.06685795733383,35,65.3333333333333,0.203483789505929,5,5
SAMN11874646-S001,3.42596394781061,241,306.032258064516,3.24209202253041,131,172.129032258065,2.13679308948972,60,71.375,0.496376048534495,11,16,1.95828310061731,37,50.3333333333333,0.466124848379861,5,5.5
SAMN11874647-S001,4.23956559351082,247,294.357142857143,4.10989632437944,153,225.545454545455,2.4554463071778,58,62.5,1.41542198460648,16,17.6666666666667,2.24745025592611,35,43.6666666666667,0.995645782644012,5,5
SAMN11874648-S001,4.30835020253704,257,323.5,4.21598344684451,166,208.5,2.57989335137801,56,78.6666666666667,1.43764127657025,6,7,2.56561827350093,33,39.875,1.25548232517875,4,5
SAMN11874649-S001,4.31495166963082,250,279.689655172414,4.29914971318023,181,269.137931034483,2.65164886599227,53,64,1.00424247305408,3,3,2.56841684497518,34,51.1428571428571,0,1,1
SAMN11874650-S001,4.20469367611993,242,269.857142857143,4.11706550988619,160,217.24,2.50970039642856,52,61.75,0.955699891112534,3,3,2.26527585806578,24,28.6666666666667,0,1,1
SAMN11874651-S001,4.13040708184234,232,251.555555555556,4.06189169780986,166,200.45,2.54042188961095,42,43.875,,,,2.35265423265608,26,32.875,,,
SAMN11874652-S001,4.10556269046934,239,255.527777777778,3.99488967702385,157,195.636363636364,2.61698733564961,43,45.1,0,1,1,2.47182985101619,26,30.5,,,
SAMN11874653-S001,3.2407060764155,171,207.964285714286,3.09174567669292,99,128.75,2.45297437877451,30,35.6,,,,2.20155198269228,16,30,,,
SAMN11874654-S001,2.81428774558695,185,236.206896551724,2.87272569775782,116,174.333333333333,1.88723512206149,55,72.1428571428571,0.114223236077499,6,6,2.00194039237225,38,68,0.0428532780666871,3,4
SAMN11874655-S001,2.89624541477685,206,277.5,2.75156742563156,106,164.235294117647,1.98732672126493,58,73.3,0.118164364131426,4,4,1.91348243242476,30,39,0.109673446256015,4,4
SAMN11874656-S001,3.17594395477764,230,278.157894736842,3.1151768256425,133,211.791666666667,2.13018605504403,61,86.5,0.244786288078406,5,5,1.94865039099182,36,45.75,0.239860879680269,6,7.5
